"category","taxon","island","sample_code","water_depth._m","dist_coast_km","long","lat","substrate_type","sequencin_run","ESVs","Kindgom","Phylum","Class","Order","Family","Genus","Species","X.Identity.percentage","reads","pa","N","site_code"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2020","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_banzuensis",96958,641,1,29.2257932997423,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_208","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea_nipkowii",96198,1811,1,82.5708450325012,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2086","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",97338,422,1,19.2406938728413,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2099","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionella","Asterionella_formosa",90114,735,1,33.511635062887,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2120","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",96578,276,1,12.5839609215739,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2121","Eukaryota","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Auricula","Auricula_complexa",90421,415,1,18.9215354436709,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2169","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_sp.",97719,307,1,13.9973768221855,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2176","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Planothidium","Planothidium_cf._subantarcticum",93462,623,1,28.4051001961614,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2180","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_oblonga",95817,638,1,29.0890111158121,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2188","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_inconspicua",98467,377,1,17.188961113889,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_22","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia_delicatissima",85950,382,1,17.4169314204392,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2208","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf_pusilla",96958,423,1,19.2862879341513,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2222","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeidaceae_sp.",96565,339,1,15.4563867841071,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_223","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_supralitorea",96198,995,1,45.3660910035001,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2250","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea_nipkowii",96198,200,1,9.11881226201008,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2253","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Rhoicospheniaceae","Gomphonemopsis","Gomphonemopsis_cf._pseudoexigua",93561,477,1,21.748367244894,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2255","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_sp.",96578,228,1,10.3954459786915,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2290","Eukaryota","Bacillariophyta","Fragilariophyceae","Striatellales","Grammatophoraceae","Grammatophora","Grammatophora_oceanica",89394,302,1,13.7694065156352,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2291","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_volvendirostrata",99240,183,1,8.34371321973922,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2294","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_scatebra",95437,562,1,25.6238624562483,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_231","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Seminavis","Seminavis_robusta",98859,353,1,16.0947036424478,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2322","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_nanodissipata",99240,142,1,6.47435670602716,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_24","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",94677,343,1,15.6387630293473,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_241","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea_howeana",98859,172,1,7.84217854532867,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2413","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Bacillaria","Bacillaria_paxillifer",94677,338,1,15.410792722797,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2525","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Sternimirus","Sternimirus_shandongensis",98099,485,1,22.1131197353744,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2534","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",95057,307,1,13.9973768221855,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_256","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_aurariae",94677,376,1,17.1433670525789,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2574","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_maritima",97297,150,1,6.83910919650756,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_260","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._SZCZP1124",95019,465,1,21.2012385091734,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2615","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Sternimirus","Sternimirus_shandongensis",96198,445,1,20.2893572829724,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2650","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_subtropica",93487,280,1,12.7663371668141,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2727","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Planothidium","Planothidium_frequentissimum",96958,257,1,11.7176737566829,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_273","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_ovalis",100000,388,1,17.6904957882996,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_280","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diadesmidaceae","Diadesmis","Diadesmis_confervacea",95057,484,1,22.0675256740644,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_283","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_bistriata",98859,753,1,34.3323281664679,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_286","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diadesmidaceae","Luticola","Luticola_ventricosa",93916,293,1,13.3590599638448,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2969","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_banzuensis",97338,186,1,8.48049540366937,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_2970","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_volvendirostrata",98479,194,1,8.84524789414978,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,255,1,11.6264856340628,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_300","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",98859,232,1,10.5778222239317,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_304","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_supralitorea",98467,325,1,14.8180699257664,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3087","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Lemnicola","Lemnicola_hungarica",94318,252,1,11.4897034501327,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3105","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella_tumida",93156,239,1,10.896980653102,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3130","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_sp.",98479,162,1,7.38623793222816,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_315","Eukaryota","Bacillariophyta","Fragilariophyceae","Cyclophorales","Cyclophoraceae","Cyclophora","Cyclophora_cf._minor",87072,1496,1,68.2087157198354,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3158","Eukaryota","Bacillariophyta","Fragilariophyceae","Licmophorales","Ulnariaceae","Stricosus","Stricosus_navarroensis",92015,222,1,10.1218816108312,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3159","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",96958,289,1,13.1766837186046,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_316","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea_howeana",100000,1506,1,68.6646563329359,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3169","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_isumiensis",96578,186,1,8.48049540366937,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_322","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",92720,1160,1,52.8891111196584,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_323","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_bistriata",98859,1437,1,65.5186661025424,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_327","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",95437,486,1,22.1587137966845,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3289","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_vacillans",96198,172,1,7.84217854532867,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3377","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Lemnicola","Lemnicola_hungarica",94318,278,1,12.675149044194,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3387","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Planothidium","Planothidium_cryptolancealatum",95000,298,1,13.587030270395,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3394","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Halamphora_hyalina",96578,226,1,10.3042578560714,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_343","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_bistriata",97683,161,1,7.34064387091811,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3477","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Caloneis","Caloneis_cf._westii",91635,217,1,9.89391130428093,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_35","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_reskoi",95402,733,1,33.4204469402669,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_350","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_isumiensis",95833,506,1,23.0705950228855,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_351","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",98479,515,1,23.4809415746759,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3535","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Hyalosynedra","Hyalosynedra_lanceolata",92366,176,1,8.02455479056887,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3593","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_isumiensis",97719,262,1,11.9456440632332,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_360","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_margalefii_var._lacustris",97338,1550,1,70.6707950305781,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3623","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_banzuensis",96578,235,1,10.7146044078618,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_363","Eukaryota","Bacillariophyta","Bacillariophyceae","Surirellales","Entomoneidaceae","Entomoneis","Entomoneis_sp.",99240,206,1,9.39237662987038,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3667","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus_granii",91635,186,1,8.48049540366937,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_371","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_germainii",99620,376,1,17.1433670525789,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_373","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_scatebra",95817,245,1,11.1705450209623,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_377","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf_pusilla",96958,354,1,16.1402977037578,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_378","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_banzuensis",98099,470,1,21.4292088157237,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3825","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Lemnicola","Lemnicola_hungarica",93939,154,1,7.02148544174776,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_3857","Eukaryota","Bacillariophyta","Bacillariophyceae","Rhopalodiales","Rhopalodiaceae","Epithemia","Epithemia_cf._musculus",98473,174,1,7.93336666794877,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_389","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_germainii",95057,593,1,27.0372783568599,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_404","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Planothidium","Planothidium_victori",96198,776,1,35.3809915765991,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_405","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",97701,244,1,11.1249509596523,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_4058","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_borealis",95817,157,1,7.15826762567791,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_423","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea_howeana",96911,633,1,28.8610408092619,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_425","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_volvendirostrata",95817,739,1,33.6940113081272,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_4259","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Trachyneis","Trachyneis_sp.",98467,163,1,7.43183199353821,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_433","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Paraliales","Paraliaceae","Paralia","Paralia_longispina",96958,138,1,6.29198046078695,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_441","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_capitellata",95057,493,1,22.4778722258548,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_449","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_scatebra",96198,421,1,19.1950998115312,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_46","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Seminavis","Seminavis_robusta",98099,1176,1,53.6186161006193,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_48","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Psammodictyon","Psammodictyon_sp.",100000,1061,1,48.3752990499635,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_491","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Berkeleyaceae","Parlibellus","Parlibellus_protracta",95057,360,1,16.4138620716181,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_495","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_bistriata",98099,158,1,7.20386168698796,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_498","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_salinicola",94677,1256,1,57.2661410054233,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_5","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Opephora","Serratifera_sp.",95437,1356,1,61.8255471364283,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_508","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Schizostauron","Schizostauron_sp.",95057,511,1,23.2985653294357,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_52","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",98099,1990,1,90.7321820070003,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_521","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_sp.",99620,464,1,21.1556444478634,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_525","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_sp.",96578,1544,1,70.3972306627178,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_531","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeidaceae_sp.",100000,1366,1,62.2814877495288,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_534","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_supralitorea",98851,260,1,11.8544559406131,"Samalona_1"
"environment","substrate","Samalona","NBC.LAB.10608","1",7,"119.339378","-5.126203","rubble + algae",1,"ESV_537","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_isumiensis",98479,456,1,20.790891957383,"Samalona_1"
