"category","taxon","island","sample_code","water_depth._m","dist_coast_km","long","lat","substrate_type","sequencin_run","ESVs","Kindgom","Phylum","Class","Order","Family","Genus","Species","X.Identity.percentage","reads","pa","N","site_code"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2301","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella_tumida",93536,366,1,19.5123184169103,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2334","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_cf._cheronensis",92395,329,1,17.5397616370587,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2338","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._SZCZP1124",94636,406,1,21.644812232966,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2340","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",95817,222,1,11.8353406791095,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2377","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",99620,478,1,25.4833011018664,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2397","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Rhoicospheniaceae","Gomphonemopsis","Gomphonemopsis_cf._pseudoexigua",90530,384,1,20.4719406341354,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_243","Eukaryota","Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia_antediluviana",96578,10290,1,548.584034180346,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2491","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",97338,450,1,23.9905554306274,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2500","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Stauroneis","Stauroneis_cf._gracilis",96578,280,1,14.9274567123904,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2508","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp.",97338,461,1,24.5769912300427,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2509","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_vacillans",96958,474,1,25.2700517202608,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_251","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea_nipkowii",97338,1441,1,76.823089723409,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2517","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Caloneis","Caloneis_sp.",93536,266,1,14.1810838767709,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2573","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",97683,424,1,22.6044344501911,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2600","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_foramina",95057,371,1,19.7788801439172,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2617","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_fusca",96565,175,1,9.32966044524398,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2641","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema_pumilum_var._rigidum",92776,391,1,20.8451270519451,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2647","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_agatkae",95019,321,1,17.1132628738475,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2675","Eukaryota","Bacillariophyta","Bacillariophyceae","Mastogloiales","Mastogloiaceae","Aneumastus","Aneumastus_albanicus",92720,466,1,24.8435529570497,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_268","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_aurariae",94677,320,1,17.0599505284461,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2686","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_supralitorea",94677,338,1,18.0195727456712,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2697","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",98859,271,1,14.4476456037778,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2704","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Rhoikoneis","Rhoikoneis_pagoensis",96139,396,1,21.1116887789521,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2717","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Hendeyella","Hendeyella_rhombica",98099,404,1,21.5381875421633,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2750","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Caloneis","Caloneis_sp.",96198,264,1,14.0744591859681,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2754","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_vacillans",96578,381,1,20.3120035979312,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2770","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_pellicula",94677,383,1,20.418628288734,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2795","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Rhoikoneis","Rhoikoneis_pagoensis",98842,298,1,15.8870789296155,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2818","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonella","Gomphonella_olivacea",95817,424,1,22.6044344501911,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2892","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_cf._immarginata",96565,325,1,17.3265122554531,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2893","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_sp.",95455,400,1,21.3249381605577,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2895","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Glyphodesmis","Glyphodesmis_sp.",90840,252,1,13.4347110411513,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2908","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Dimeregramma","Dimeregramma_minor_var._nanum",83333,322,1,17.1665752192489,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_292","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_isumiensis",98859,423,1,22.5511221047897,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2929","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeidaceae_sp.",92366,362,1,19.2990690353047,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2979","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",98859,345,1,18.392759163481,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_2987","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",99620,375,1,19.9921295255228,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Talaroneis","Talaroneis_posidoniae",93916,369,1,19.6722554531145,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3049","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf_adhaerens",90076,227,1,12.1019024061165,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3093","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Schizostauron","Schizostauron_sp.",94677,350,1,18.659320890488,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_310","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_aurariae",95817,174,1,9.27634809984259,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_312","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Urosolenia","Urosolenia_eriensis",93182,1085,1,57.8438947605127,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3137","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Fallacia","Fallacia_monoculata",94297,174,1,9.27634809984259,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_315","Eukaryota","Bacillariophyta","Fragilariophyceae","Cyclophorales","Cyclophoraceae","Cyclophora","Cyclophora_cf._minor",87072,299,1,15.9403912750169,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3163","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Schizostauron","Schizostauron_sp.",95437,338,1,18.0195727456712,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3191","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonella","Gomphonella_olivacea",93916,295,1,15.7271418934113,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3196","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeidaceae_sp.",95437,234,1,12.4750888239262,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3240","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_ovalis",96935,324,1,17.2731999100517,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3244","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._bulnheimiana",92720,212,1,11.3022172250956,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3266","Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","Extubocellulus_cupola",95817,168,1,8.95647402743423,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_338","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Triceratiaceae","Triceratium","Triceratium_dubium",100000,2920,1,155.672048572071,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3398","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Schizostauron","Schizostauron_sp.",96958,231,1,12.3151517877221,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3453","Eukaryota","Bacillariophyta","Fragilariophyceae","Licmophorales","Licmophoraceae","Licmophora","Licmophora_abbreviata",88302,227,1,12.1019024061165,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_346","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula_oblonga",96958,428,1,22.8176838317967,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3481","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_supralitorea",94677,203,1,10.822406116483,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_351","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",98479,484,1,25.8031751742748,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3540","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira","Aulacoseira_ambigua",88973,223,1,11.8886530245109,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3550","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_sp.",92748,197,1,10.5025320440747,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_361","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Rossithidium","Rossithidium_anastasiae",95420,190,1,10.1293456262649,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3657","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Caloneis","Caloneis_sp.",98084,226,1,12.0485900607151,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3715","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diadesmidaceae","Luticola","Luticola_sparsipunctata",93436,216,1,11.5154666067011,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_372","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_allanta",96198,608,1,32.4139060040477,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_373","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_scatebra",95817,251,1,13.3813986957499,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3740","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Stauroneidaceae","Schizostauron","Schizostauron_sp.",94677,221,1,11.7820283337081,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3790","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_borealis",89098,217,1,11.5687789521025,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3807","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Caloneis","Caloneis_sp.",93536,190,1,10.1293456262649,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_382","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_banzuensis",99620,227,1,12.1019024061165,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3822","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Rossithidium","Rossithidium_anastasiae",96958,185,1,9.86278389925793,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3827","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Tabularia","Tabularia_tabulata",92366,191,1,10.1826579716663,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_3851","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Halamphora","Halamphora_pertusa",96198,165,1,8.79653699123004,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_404","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Achnanthidiaceae","Planothidium","Planothidium_victori",96198,342,1,18.2328221272768,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_4091","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_sp.",92395,154,1,8.21010119181471,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_4149","Eukaryota","Bacillariophyta","Bacillariophyceae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeis_cf._cupulifera",95817,199,1,10.6091567348774,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_422","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_volvendirostrata",96958,569,1,30.3347245333933,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_4234","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_vacillans",92015,156,1,8.3167258826175,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_43","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Staurosira","Pseudostaurosira_brevistriata",96578,1147,1,61.1492601753991,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_4324","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis_vacillans",96578,181,1,9.64953451765235,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_4395","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Rhoikoneis","Rhoikoneis_pagoensis",98099,156,1,8.3167258826175,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_441","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_capitellata",95057,369,1,19.6722554531145,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_48","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Psammodictyon","Psammodictyon_sp.",100000,854,1,45.5287429727906,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_485","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Paraliales","Paraliaceae","Paralia","Paralia_longispina",100000,241,1,12.848275241736,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_514","Eukaryota","Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia_antediluviana",98099,2603,1,138.772035079829,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_52","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_sp._(in:_Bacillariophyta)",98099,728,1,38.811387452215,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_552","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Bacillaria","Nitzschia_cf._socialis",97338,247,1,13.1681493141444,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_573","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Diadesmidaceae","Luticola","Luticola_sparsipunctata",89354,657,1,35.026210928716,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_59","Eukaryota","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_lativentralis",93870,192,1,10.2359703170677,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_6","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_inconspicua",98479,339,1,18.0728850910726,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_609","Eukaryota","Bacillariophyta","Mediophyceae","Triceratiales","Triceratiaceae","Triceratium","Triceratium_dubium",100000,419,1,22.3378727231842,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_616","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia_cf._spathulata",98479,365,1,19.4590060715089,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_64","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Psammodictyon","Psammodictyon_constrictum",100000,740,1,39.4511355970317,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_680","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Seminavis","Seminavis_robusta",97701,756,1,40.304133123454,"Kapoposang_25.2"
"environment","substrate","Kapoposang","NBC.LAB.10664","25.2",62,"118.94747","-4.690487","rubble + sand",1,"ESV_7","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Serratifera","Serratifera_corallina",97719,227,1,12.1019024061165,"Kapoposang_25.2"
